WorkerID	neutral_neutral	neutral_surprise	neutral_sad	neutral_disgust	neutral_happy	neutral_angry	neutral_fear	surprise_neutral	surprise_surprise	surprise_sad	surprise_disgust	surprise_happy	surprise_angry	surprise_fear	sad_neutral	sad_surprise	sad_sad	sad_disgust	sad_happy	sad_angry	sad_fear	disgust_neutral	disgust_surprise	disgust_sad	disgust_disgust	disgust_happy	disgust_angry	disgust_fear	happy_neutral	happy_surprise	happy_sad	happy_disgust	happy_happy	happy_angry	happy_fear	angry_neutral	angry_surprise	angry_sad	angry_disgust	angry_happy	angry_angry	angry_fear	fear_neutral	fear_surprise	fear_sad	fear_disgust	fear_happy	fear_angry	fear_fear
A1H5Q9HRH4RPZU	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7749112557551002e-57	1.0	0.0	0.0	0.0	0.0	0.0	0.5339489709634134	0.0	0.4660510290365866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1HDYTLK36Y0G5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1HTXEKQWZ2BIL	1.0	0.0	0.0	1.347465395110158e-40	3.874703167287717e-225	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.25	0.26285028610711597	0.14742994277857682	0.44228982833573044	0.0	0.0	0.14742994277857685	0.0	1.1865657965331302e-145	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.053555796902247e-180	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A1ITF1O2NFDPCP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1IZXYBZFZAPAQ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1JVUD5XUB9H48	0.6516958707223371	0.0	0.07088056589760659	0.20588565058840175	0.07153791279165447	0.0	0.0	0.29336222136223095	0.0	0.0	0.0	0.7066377786377691	0.0	0.0	0.732192962376232	0.0	0.08522840572407125	0.09735022617562551	0.0	0.0	0.08522840572407125	0.28578133343051665	0.0	0.0	0.5289139078505193	0.0	0.18530475871896404	2.543152927621324e-20	0.020642753172237117	0.0	0.0	2.9063093280465126e-115	0.9793572468277629	0.0	0.0	2.074506840965953e-157	0.0	0.0	0.43652419464778963	0.1408689513380526	0.4226068540141578	0.0	0.3740277581593016	0.0	0.0	1.4061458583784124e-108	0.0	0.0	0.6259722418406983
A1KPOY8TUVWK0Z	0.6959351101931192	0.0	0.0	0.3040648898068808	1.2989625864407975e-60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0895235706791815e-24	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.25	0.0	0.0	0.0	1.062525511905778e-38	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1O4W7F05T6HY0	0.9970369948750728	0.0	0.0	0.0	0.0	0.0	0.002963005124927224	0.511066030757841	0.4889339692421591	0.0	0.0	0.0	0.0	0.0	0.9999999999999988	0.0	4.108340635426698e-47	0.0	0.0	0.0	1.1344898771691125e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1964397526709443e-140	0.0	0.0	0.0	1.0	0.0	0.0	0.2510184489465887	0.0	0.24966051701780376	0.0	0.0	0.4993210340356075	7.344841536718075e-21	9.67799099452963e-121	0.0	0.0	0.0	0.0	0.0	1.0
A1P5FJPAEO3RP7	1.0	0.0	1.5679692824026329e-113	0.0	0.0	3.1361034668990765e-40	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.616910160311096e-146	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A1QR2AQ7I9R950	0.7946019308602922	0.0	7.646442341781545e-08	0.0	0.0	0.0	0.2053979926752845	0.0	0.5584147791327073	0.0	0.0	0.0	0.0	0.4415852208672927	0.10598559557705894	0.0	0.8003382010990397	0.09367620332390136	0.0	5.203758722164949e-44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.691605745743355e-126	0.0	2.625913051906219e-65	0.0	0.922776029613607	0.0	0.07722397038639296	0.0	0.0	0.0	0.35076844762689846	0.0	0.6492315523731015	0.0	0.0	0.0	0.5177797182888464	0.0	0.0	0.4822202817111537	0.0
A1T02KY1E9YI3I	0.8027388440139546	0.0	0.08818425225753883	0.0	0.1090769037285065	1.8458325454444145e-101	1.347657288667406e-131	6.292359298017626e-111	1.0	1.2054597607041938e-104	0.0	4.714985016393422e-78	2.111160039010131e-105	0.0	0.2215949311745223	0.0	0.7784050688254777	0.0	1.4040958255739414e-66	8.934428338496389e-184	5.5038719493997194e-36	0.8392975390693088	2.4835151839165533e-71	7.960121527862257e-123	0.1607024609306912	0.0	0.0	0.0	3.953882525736827e-183	6.930462147594143e-149	2.963783540246058e-132	0.0	1.0	1.1487691228754405e-156	0.0	1.1786779127762463e-73	0.0	8.695798182210967e-53	0.0	0.0	1.0	0.0	3.16988283163139e-38	0.0	1.2861421645144617e-06	0.0	0.0	0.0	0.9999987138578353
A1ZGOZQF2VZ0X9	1.0	0.0	3.6609577220270394e-20	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.10702381254860423	0.0	0.8929761874513958	5.53603360338614e-115	0.0	0.0	0.0	2.8101486026630256e-32	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	6.437536748059671e-93	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A24A69YAB0UI36	0.729397830454914	0.0	8.437104018575434e-52	0.16973478846646173	1.5992463663972463e-178	1.1167468073604801e-202	0.10086738107862425	3.603236889204126e-119	0.4907227310940776	0.21670019997567444	0.0	0.12900282523222203	0.16357424369802587	0.0	0.36551196977851247	0.0	0.45320574349427994	0.0	0.1812822867272076	0.0	0.0	0.6681515812754321	0.0	0.133755716529325	2.8565154024222297e-139	0.0	0.198092702195243	0.0	0.08189102752509578	0.0	0.0	0.0	0.9181089724749042	2.045974083815527e-147	0.0	2.8699263473946484e-65	0.0	0.0	1.4317768695742742e-66	0.0	1.0	4.924986221836684e-17	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A24PSDAQU6G83	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A25VNYKP7SASYC	0.0	0.3333333333333333	0.3333333333333333	0.0	0.3333333333333333	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A26OPH28YZPNP3	0.0	0.18048096077382578	0.420487695146276	0.0	0.3990313440798982	1.462902022079615e-121	0.0	0.0	0.34165453696585074	0.6583454630341492	0.0	1.4281166801982967e-177	0.0	0.0	0.0	0.0	0.724358205384193	2.5131954984762485e-25	0.14498561698454057	0.1306561776312665	4.883273967373099e-134	0.25	0.0	1.3478744053092883e-116	0.75	0.0	3.0108193522549474e-51	0.0	0.0	0.0	0.0	0.0	0.7607528929892863	0.23924710701071372	0.0	0.0	0.0	0.4703660915047908	0.0	0.2110330244024605	0.31860088409274867	0.0	0.0	0.0	3.72241555422589e-43	0.0	0.0	0.0	1.0
A2880Y23V0UITQ	0.2440347674695421	0.0	0.5119304650609158	0.2440347674695421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.6554365674025352	0.0	0.0	0.0	0.3445634325974647	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.6666676718707873	0.0	0.33333232812921276	0.0	0.0	0.0	0.0	0.0	1.0	3.312745095065549e-28	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A299FHNBBCOGDT	0.4357124788239324	0.0	0.0	0.0	0.5642875211760677	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.26991219780892733	0.0	0.0	0.0	0.7300878021910727	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A29AML7RI4I0NT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2BH9V7XES34RI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2EFCJF1JH7SBY	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
A2EN7IXP9RG0O2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2JAMNGL6SDAHQ	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3772784242474275	0.24544315150514506	0.0	0.0	0.3772784242474275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A2JJ3531QBNT5K	1.0	2.7388232314779922e-27	3.237497309726201e-49	0.0	1.4243560605218667e-174	0.0	0.0	1.4873461676799118e-175	0.9091766938610647	0.0	0.09082330613893534	2.6360102033798533e-150	0.0	0.0	0.11056819430875015	0.0	0.8259009624275891	0.0	0.0	0.0	0.06353084326366071	1.0961749007796334e-106	1.0	2.131227092121252e-57	0.0	0.0	0.0	0.0	0.08512466760301383	0.14920865387784477	0.0	0.0	0.7656666785191414	1.5884692426850356e-151	0.0	0.0	7.3935692395538895e-146	1.8490149724155211e-56	0.0	0.0	1.0	0.0	0.33333384545545447	0.0	5.549394507202089e-106	0.0	0.0	0.6666661545445456	0.0
A2LHJN7Y7A7J2F	0.22187783017956852	0.15634534816329088	4.679286508750234e-170	0.36465041080409605	0.12198018602787625	0.13514622482516833	0.0	0.0	1.0	5.553061025068037e-181	0.0	1.3782901138170576e-58	0.0	0.0	0.05845493962798861	0.16285168155156604	0.6397133385732967	1.3628081562320158e-09	0.0	0.13898003888434038	2.4232156436394456e-78	0.0	0.0	0.0	2.4152858934837173e-105	0.0	1.0	0.0	0.0	0.28727142735016115	0.0	0.0	0.7127285726498389	0.0	0.0	0.0	1.7896952251190743e-137	8.700958985340712e-183	0.0	0.0	0.7598646884473257	0.24013531155267429	0.2429482877581587	2.224962787871586e-22	0.0	0.0	0.0	0.7570517122418413	0.0
A2LJUWMRB0FGWS	0.7612867169409671	0.15178935602388088	1.081598770683811e-84	0.08692392703515212	0.0	0.0	0.0	0.4264121371736486	0.5735878628263513	0.0	0.0	1.2925440456794172e-89	0.0	0.0	0.34125786593320423	2.198514344584388e-67	0.4705300957619969	0.09410601915239938	1.7455444465079389e-186	0.09410601915239938	0.0	3.563472476488545e-149	0.0	0.0	0.7722995854365176	0.22770041456348245	0.0	0.0	0.4791663939624197	0.10691159016515565	0.0	0.0	0.41392201587242455	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	0.5	0.3333333333333333	0.0	0.5000006636408102	0.0	0.0	0.0	0.0	3.4465317110238945e-40	0.4999993363591898
A2P8VR6J0Q7GXS	0.5650640557819863	0.08152652350826858	0.055537998772508236	0.2978714219372368	2.467218511594916e-151	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.3511432579198882	3.2312986339587123e-97	0.2367799066914376	0.22084580929884318	0.09561551304491547	4.445164094057639e-199	0.09561551304491547	2.5880355881011143e-101	0.46968284528002047	0.0	0.5303171547065267	0.0	1.3452805268045082e-11	0.0	3.2391550014299223e-211	2.958481572160874e-278	0.0	0.0	1.0	0.0	0.0	9.354168867165799e-85	0.0	0.0	0.3466801866167565	0.0	0.6533198133832435	0.0	0.0	0.0	0.0	0.7394708579598867	0.0	0.2605291420401134	0.0
A2QCMRCU1HVE7P	0.6405194553227351	0.11359069549611235	7.936052202291554e-52	0.0	0.2458898491811526	1.9714491834089028e-117	0.0	0.0	0.4479899822611804	0.0	0.0	0.0	0.5520100177388195	0.0	8.598429678657217e-89	0.0	0.3755392962847933	0.0	0.0010225604342679537	0.4982583778526743	0.12517976542826442	0.0	0.0	1.8918676948694283e-35	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9288823343752829	0.07111766562471716	0.0	0.0	0.0	0.0	1.5877022690247452e-10	2.854678812537286e-85	0.9999999998412298	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
A2RGDYBSWA09Q	0.0	0.0	0.38093445086225197	0.0	3.961835491770143e-10	0.20635518291385482	0.41271036582770965	0.22879680897467083	0.22879680897467083	0.0	0.22879680897467083	0.3136095730759876	0.0	0.0	0.0	0.0	0.4898132284888544	0.0	1.1820740501342988e-48	0.2550933857555728	0.2550933857555728	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	8.893026951446407e-199	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5559302225651348	0.0	0.44406977743486525	0.0	0.0	0.9999941861427392	0.0	5.813857260937521e-06	0.0	0.0
A2RLY0MUZQ1R1G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A2RV6QX6SN4YIC	0.6056137473423893	6.648926608760797e-134	0.3266396674565922	0.0	0.06774658520101863	2.496968109375568e-125	0.0	1.0357367074645844e-45	1.0	0.0	0.0	0.0	9.02256425425852e-90	0.0	0.21249447037019048	0.0	0.6344369912519568	0.0	0.15306853837785273	0.0	0.0	9.421684116263966e-158	0.0	0.43117780149330076	0.0	0.3035251402131573	0.0	0.26529705829354194	0.06635340089056235	0.11442579708021862	2.402672035889818e-181	0.0	0.819220802029219	8.29872478067255e-224	0.0	0.09459666071017797	2.2873516721510014e-191	0.16052221099686728	0.0	9.937745760081835e-86	0.7448811282929547	0.0	0.0	0.0	1.0	0.0	5.0445156701896565e-18	0.0	0.0
A30ENTLELXJH32	0.46521740986470544	0.0	0.17171382959289594	0.0	0.36306876054239867	9.784428616088981e-92	0.0	0.161430376143958	0.4507173034706187	1.3167359960842288e-91	0.0	0.3878523203854232	0.0	0.0	2.238478985940121e-48	0.0	1.0	0.0	0.0	6.672931637572558e-89	0.0	0.0	0.0	0.0	0.9999999999810345	1.8965534076054262e-11	0.0	0.0	0.0	0.10210335009741801	0.10210335009741801	0.0	0.7957932998051641	0.0	0.0	0.1428571428556359	0.0	0.0	0.142857142857394	1.1728794028723668e-128	0.7142857142869701	0.0	1.0	0.0	4.7455529570069545e-35	0.0	0.0	0.0	0.0
A30VOAZX8XTNGW	0.8567312226816995	0.0	3.6112796007994866e-25	0.0713942685568083	8.868054860298793e-153	0.07187450876149214	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.25	8.206517679181856e-76	0.14285714285714285	0.7142857142857143	0.0	0.14285714285714285	4.4969782009199163e-39	0.0	0.4999997398458569	0.0	0.0	0.0	0.0	0.5000002601541431	0.0	0.0	6.429186265350716e-59	0.0	0.0	1.0	0.0	0.0	0.0	1.361037404561197e-21	0.0	0.0	0.0	0.89993267836984	0.10006732163015992	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A323JR6EQT5Q71	0.6544249066020726	0.10095949905031133	0.244615594347616	1.2378621041714611e-71	7.00018853618344e-38	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.1245863595530414e-38	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.9541913742770808e-74	0.0	2.0466305613168024e-225	0.0	1.0	0.0	0.0	1.0986767437734245e-54	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	1.689916616352837e-59	1.0	0.0	0.0	0.0
A39HQTITNY9TVJ	0.7191392297807486	1.2115754954021151e-110	0.1993081423072359	1.8735334056517368e-43	0.02732157918150584	0.054231048730509865	1.893737938416035e-216	4.8763066377355236e-89	0.49512453644869386	0.0	3.4459512146573526e-60	1.1819760817539385e-248	0.2573131953269592	0.24756226822434693	0.2720370396850033	0.0	0.7279629603149967	0.0	0.0	1.6891546477425463e-149	0.0	3.3732878253211514e-07	0.0	0.6949886104173284	0.15151038642625647	0.0	0.15350066582763264	0.0	0.05459625019994044	0.037818089688588734	1.052965279529896e-45	0.0	0.9075856601114708	4.6266774502124655e-135	0.0	2.4012028642258426e-81	0.0	5.715582623946583e-63	0.0	0.0	1.0	0.0	5.6361581267984775e-87	0.0	0.4559481525110503	0.3627012316592998	0.0	0.0	0.1813506158296499
A39VVWV1GHLMFD	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999899568038	1.0043196200870269e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
A3A1FSHR9ZNBUB	0.49229158140872514	0.0	0.5077084185912749	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.314794074068849e-41	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3BC13IWNQPXYZ	0.0	0.07338276626895313	0.0	0.9266172337310469	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A3FHW88B3A9O0W	0.4904503473450241	0.0	0.0	0.5095496526549759	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.14742241771996734	0.0	0.7104813185666938	0.0	0.0	0.14209626371333878	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3333333333333333	3.0040014969705773e-84	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.4956299571980057e-131	0.0	1.0	0.0	0.0	0.0	0.0	2.777871169559606e-80	0.0	0.5	0.0	0.5
A3G8NSPRF986WP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
