WorkerID	disgust_disgust	disgust_fear	disgust_happy	disgust_sad	disgust_angry	disgust_neutral	disgust_surprise	fear_disgust	fear_fear	fear_happy	fear_sad	fear_angry	fear_neutral	fear_surprise	happy_disgust	happy_fear	happy_happy	happy_sad	happy_angry	happy_neutral	happy_surprise	sad_disgust	sad_fear	sad_happy	sad_sad	sad_angry	sad_neutral	sad_surprise	angry_disgust	angry_fear	angry_happy	angry_sad	angry_angry	angry_neutral	angry_surprise	neutral_disgust	neutral_fear	neutral_happy	neutral_sad	neutral_angry	neutral_neutral	neutral_surprise	surprise_disgust	surprise_fear	surprise_happy	surprise_sad	surprise_angry	surprise_neutral	surprise_surprise
A1APEUBLZLIDXS	0.0	0.3333333333333333	0.0	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.13826165165822146	1.1507608005487828e-55	0.43086917417088927	0.43086917417088927	0.0	0.0	0.5002158380577053	0.0	0.0	0.0	0.49978416194229475	0.0	0.0	0.0	0.8239160683081117	7.962308867058248e-24	0.17608393169188832	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333	0.0	0.0	0.4998920110467696	3.213389134900447e-35	0.5001079889532304	0.0	7.981970004817355e-234	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A1CA6ZXKK09ZRI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1DXFMUVK5015A	0.5	0.25	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0299914176509632e-73	0.0	0.0	0.0	0.0	1.0	6.140932964851086e-55	1.1953173820731212e-74	0.0	3.310418228335368e-60	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.38334994107317505	2.4880988365247487e-39	0.616650058926825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A1ET12O70SVU74	0.4782627056774966	0.0	0.0	0.2608686471612517	0.2608686471612517	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	3.145731351170089e-139	0.0	0.0	0.0	0.052627543029285816	0.31579081899023803	0.0	0.6315816379804761	1.25277117045552e-102	2.1541227579079312e-42	0.0	0.0	0.0	0.25	0.0	0.75	0.0	0.0	0.0	0.0	0.05473383775261598	0.0	0.0	0.9452661622473839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A1F3WNQV7LBK3V	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.800474e-318	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A1FPCIKO68OQ63	0.6666666666666666	0.0	6.241791637321645e-26	1.9402227072467674e-77	0.0	0.0	0.3333333333333333	0.0	1.0	0.0	4.149813985088413e-31	7.711827262877983e-27	0.0	0.0	9.091065446328944e-168	2.8115728651874625e-110	1.0	0.0	0.0	0.0	0.0	0.0	1.3214740224831627e-30	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.1952498587909471	0.14015536257771993	0.6645947786313329	0.0	0.0	0.0	0.0	3.690744867638611e-26	0.4593738311726135	0.13597016262503753	0.40465600620234893	0.0	0.0	0.6666666666666666	2.3468142512435605e-100	0.3333333333333333	0.0	0.0	0.0
A1HC0MVEW0VTB7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A1KL8QLFQ4YTOL	0.39999999999999497	0.20000000000001014	0.0	0.0	0.39999999999999497	4.7920306684685297e-110	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13297405700203188	0.8670259429979681	0.0	4.395454654495616e-75	2.5158967729034356e-165	0.0	0.0	0.852352524075994	0.0	0.14764747592400598	0.0	0.0	0.0	0.0	0.7048049468019645	0.0	0.0	0.0	0.2951950531980356	0.0	0.0	0.07533352719100504	0.12747975069637085	0.0	0.0	0.7971867221126241	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A1NOINYD1FZ55T	2.113113909921471e-57	0.0	0.0	0.5000003014071132	0.0	0.49999969859288684	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8333333333333334	0.0	0.0	0.16666666666666666	0.0	0.0	0.0	0.473746511911052	0.5262534880889479	0.0	1.5804861889614862e-47	0.0	0.0	0.0	0.0	0.4706660364616268	0.5293339635383731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.8
A1QR2AQ7I9R950	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6.556999519066424e-63	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
A1QXU4Q3CK75FK	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5557074859732997	0.0	0.0	0.4442925140267004	9.835279233299308e-45	0.0	0.0	0.8434559149324297	0.0	0.0	0.1565440850675704	0.0	0.0	0.2	0.0	0.2	0.0	0.6	0.0	0.0	0.0	0.21482621239128347	0.4048972977537337	0.38027648985498286	0.0	0.0	0.0	0.0	0.3969833177625258	0.6030166822374743	3.396864729762578e-80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A1SX8IVV82M0LW	1.0	5.895603431229138e-83	0.0	6.080528288989355e-41	1.3488677279382232e-93	0.0	0.0	2.192309428632333e-117	1.0	0.0	0.0	0.0	5.2279952205506925e-92	0.0	2.8755406970607353e-155	0.06885579523645995	0.7565978595787592	0.0	0.0	0.17454634518478082	3.589485249552165e-67	3.949842445232527e-32	0.0	0.0	1.0	2.403391812071609e-56	7.696674813978907e-108	0.0	8.653641686543009e-79	0.0	0.0	0.0	1.0	0.0	0.0	0.06677393359197321	0.0	6.791102789333693e-209	8.315891251038595e-92	0.23717678687577493	0.6334830690180553	0.06256621051419661	0.0	0.0	0.0	0.0	0.0	0.09963521275690557	0.9003647872430945
A1T02KY1E9YI3I	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.3333331651930092	0.6666668348069908	0.0	0.0	0.0	0.0	0.6810569744310894	0.0	0.0	0.3189430255689105	0.0	0.0	0.0	0.0	0.4227672398782581	1.2822018073909507e-115	0.577232760121742	0.0	0.0	0.0	1.0	0.0	0.0	7.95450854199308e-33	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A1TRO537S2U7QV	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5
A1TSD3O3C3ZUT6	0.75	0.0	0.25	0.0	0.0	0.0	0.0	0.0	5.164655049388492e-45	0.0	0.5899165139544106	0.0	0.22788646306956126	0.18219702297602827	0.0	0.0	0.875	0.0	0.0	4.683153505256535e-57	0.125	0.0	0.14321179878827964	0.0	0.8567882012117204	0.0	0.0	0.0	0.0	0.9999999999999987	0.0	1.31652825942785e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.4431518367490438	0.0	0.5568481632509562	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.5
A1UWGITYWD8L0L	0.0	1.0	0.0	0.0	0.0	1.6422810066865525e-41	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.1587832598594539e-46	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0	0.0	3.5403590778161406e-102	0.0	1.0	0.0	0.0	0.2	0.4	0.0	0.0	0.0	0.4
A1XQFG06L9XU2R	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	9.950682325431106e-27	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.1451876675306115e-44	0.0	1.0	0.0	2.2907308649626944e-142	0.0	0.0	1.1324539617292166e-80	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.975780737168643e-10	0.0	0.25150496436355113	0.7484950352388707	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A1Z8TF04ZG3VRE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.705415317140013e-77	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2122A7BZNUWXO	0.6666666666666666	0.0	0.0	1.5192645763340243e-60	0.0	0.0	0.3333333333333333	0.0	1.0	0.0	9.435699323572983e-38	0.0	2.2413891554221848e-37	0.0	0.0	0.0	0.875	0.0	2.5454849754655156e-24	0.125	0.0	0.0	1.522983943579915e-18	0.0	0.8090984214982351	0.19090157850176498	1.199160179572041e-88	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.4683252976487599	0.0	0.53167470235124	0.0	2.167603408120916e-29	2.903088653021489e-100	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333
A243WOMORG3NZG	0.9999999984649515	0.0	0.0	0.0	0.0	0.0	1.535048514260286e-09	0.0	1.0	0.0	0.0	0.0	0.0	1.3313282719826812e-63	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.141168557987215e-31	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.436869696364849e-29	0.0	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A24JKHC4HTY6CD	0.0	0.0	0.5827010261398764	1.2123671562338117e-77	0.0	0.4172989738601236	0.0	0.33333333322633507	0.33333333354729294	3.6959259625574424e-14	0.33333333322633507	0.0	0.0	0.0	0.0	0.19782239687789124	0.44929131720978877	0.09891119843894562	0.0	0.25397508747337433	0.0	0.0	0.24999999981946813	0.5000000001203454	3.2258300415643142e-168	0.0	0.2500000000601865	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.2605357665981786e-66	0.0	7.157987793099024e-85	0.0	0.0	6.743603113030732e-35	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0
A24MYCKZ4F1RHO	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	0.0	0.0	0.0	0.9999999999998145	1.8545256632066064e-13	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.783154907135497e-07	0.0	0.9999996216845092	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A260MIY3WZBFF4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.25	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.881049583111074e-54	0.0	1.6285322252018538e-33	0.0	1.0	8.362051537550175e-45	0.0	0.0	0.0	0.0	0.0	0.07280110268399244	0.9271988973160075	0.0	0.0	0.0	0.0	4.2737606040224433e-134	2.806368536605879e-63	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A267SCN7MD0CRX	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A26RPQDD0RQEHL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A297WCJYDD9QBQ	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.001271080987511e-81	1.0	0.0	0.0	0.0	0.9523445574824727	0.0	0.047655442517527374	0.0	0.0	0.0	0.0	0.0	1.0	9.259108906110305e-28	7.187587587073628e-50	0.0	0.0	0.0	6.35236809552874e-48	7.338877354176351e-108	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A29OJFPXJP5ODV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.8571428571428571	0.0	0.0	0.14285714285714285	0.0	0.0	0.0	0.0	1.0	0.0	1.0792594005286896e-35	0.0	0.0	0.0	0.0	0.0	0.2663831736674243	0.7336168263325756	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5
A2E9B1XBM51XSQ	1.0747175239446821e-16	0.0	0.5590864522731661	0.0	0.0	0.44091354772683383	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.33333333333333337	0.0	0.0	0.7320457105735072	0.0	0.0	0.26795428942649285	1.0923940082025157e-105	0.0	0.0	0.0	0.3333333355947263	0.0	0.6666666644052738	0.0	0.5	0.0	2.2164184503520386e-52	0.0	0.5	0.0	0.0	6.948942872827682e-27	0.2500000416371171	0.0	0.2500000416371171	0.0	0.49999991672576577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2EJ2T45DR3ENC	0.6748072168428213	0.0	0.0	0.0	0.0	0.32519278315717876	0.0	0.0	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	0.0	0.13419577448100892	7.333424982122776e-46	0.6480915746962367	0.0	0.0	0.21771265082275443	0.0	0.4042170000616465	0.0	0.4042170000616465	0.0	0.0	0.1915659998767069	0.0	0.4972429509488935	0.0	0.0	0.0	0.22606055999575866	0.2766964890553479	0.0	0.0	0.0	0.28360094910183836	0.28360094910183836	0.0	0.4327981017963233	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
A2EQVOOEAXG3MF	1.379185927120262e-28	0.9999999999999349	0.0	0.0	0.0	6.504019753204419e-14	0.0	0.24658026986166462	0.505528702127955	0.0	1.8565243169950435e-21	0.0	0.24789102801038054	0.0	0.1245663135981651	0.12803580481284413	0.7473978815889906	0.0	0.0	2.3548704688319568e-91	0.0	0.1914168394253556	0.0	0.0	0.8085831605746444	1.1135448673031351e-40	7.208739887145682e-42	0.0	8.954105011272533e-116	0.0	0.0	3.207073276846322e-47	0.6666666691655406	0.3333333308344594	0.0	0.5324175167959652	0.0	0.0	8.726410832122111e-132	0.0	0.4675824832040348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2FWJ2AZ4T2I9J	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5473448491133218	0.4526551508866782	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.5
A2G44A4ZPWRPXU	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5
A2GPGALLCMOQ14	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.4999999997999863	0.0	0.0	0.0	0.5000000002000137	0.0	0.0	0.0	0.6	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.6666666668444566	0.33333333315554337	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
A2H3YXD2QGHMUO	0.0	0.3999999992399135	0.0	0.2000000002533622	0.4000000005067244	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.5	0.5	0.0	0.0	0.0	0.4999999960921849	0.0	0.25000000195390754	0.0	0.25000000195390754	0.0	0.4999999915971302	1.6805739647080412e-08	0.0	0.4999999915971302	0.0	0.0	0.0	0.0	0.666666667109455	0.333333332890545	0.0	0.0	0.0	6.004704815428616e-54
A2HSX08DWDYJU7	0.0	0.0	0.0	0.0	1.0	2.0333326232495037e-30	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666666666666665	0.0	0.33333333333333326	1.5749120095049446e-16	0.0	0.0	9.011707303254777e-23	0.0	0.7915498734934538	1.875316277451545e-144	0.20845012650654623	0.0	0.2	0.0	0.0	0.2	0.6	0.0	0.0	0.0	0.0	0.0	0.0	1.8398594358392687e-34	1.0	0.0	0.0	0.0	9.49730131247467e-41	0.0	0.0	0.0	1.0
A2IN095WARQMEB	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333
A2IP1TOC651QGU	0.616997708741132	0.0	0.0	0.0	1.2414219711492525e-58	0.3830022912588679	0.0	5.714950950740645e-23	5.3012389307966835e-21	0.5	0.0	0.0	0.5	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9999999999994797	5.202476138382451e-13	1.9944225170169625e-25	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.6641585452364973	0.0	0.0	8.04418881111524e-66	0.33584145476350286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2MKJA0F8RMUXH	1.0	0.0	0.0	0.0	4.994634541863606e-24	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.3333110754790219	0.0	0.6666889245209782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500000000152384	0.49999999984761606	0.0	0.0	0.0	1.3727988528429758e-17	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A2MSJRDUC5X680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.6666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2Q855QEV9AG5I	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3844036692662759	0.0	0.6155963307337241	0.0	0.0	0.0	0.6941245472104558	0.30587545278954426	0.0	0.0	0.0	0.0	0.0	0.0	0.41691542342490295	0.0	0.583084576575097	2.4300336451737602e-91	0.0	0.0	0.42219760155821295	0.0	0.0	0.577802398441787	0.0	0.0	0.0	0.0	0.6666666666666666	0.0	0.3333333333333333	1.6785794212025326e-44	0.0	0.0	1.0	0.0	0.0	0.0	0.0
A2QBAID9PB6A58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A2QI7E49C9VLQ7	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
